user_id,date,daily_income,daily_expense,daily_cashflow,n_transaksi,tahun,bulan,hari,hari_dalam_minggu,is_weekend,is_libur_nasional,is_lebaran,is_akhir_tahun,avg_transaction,kota_raw,profesi_raw,kota_clean,profesi_clean
USR0001,2022-01-01,0.0,302416.27,-302416.27,4.0,2022,1,1,6,1,1,0,0,75604.0675,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-02,227789.35,325158.07,-97368.72,4.0,2022,1,2,7,1,0,0,0,81289.5175,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-03,184066.89,198526.81,-14459.919999999984,7.0,2022,1,3,1,0,0,0,0,28360.972857142857,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-04,178214.41,287541.05,-109326.63999999998,1.0,2022,1,4,2,0,0,0,0,287541.05,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-05,158501.52,292120.92,-133619.4,2.0,2022,1,5,3,0,0,0,0,146060.46,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-06,187280.28,62202.66,125077.62,3.0,2022,1,6,4,0,0,0,0,20734.22,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-07,149943.36,61060.32,88883.03999999998,5.0,2022,1,7,5,0,0,0,0,12212.064,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-08,203813.01,63309.16,140503.85,4.0,2022,1,8,6,1,0,0,0,15827.29,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-09,295040.84,56852.17,238188.67000000004,4.0,2022,1,9,7,1,0,0,0,14213.0425,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-10,191283.33,58040.59,133242.74,5.0,2022,1,10,1,0,0,0,0,11608.117999999999,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-11,193056.43,65329.94,127726.48999999999,3.0,2022,1,11,2,0,0,0,0,21776.646666666667,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-12,0.0,61055.78,-61055.78,1.0,2022,1,12,3,0,0,0,0,61055.78,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-13,186798.04,60460.49,126337.55000000002,3.0,2022,1,13,4,0,0,0,0,20153.496666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-14,179454.48,64139.73,115314.75,4.0,2022,1,14,5,0,0,0,0,16034.9325,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-15,294994.57,60213.0,234781.57,5.0,2022,1,15,6,1,0,0,0,12042.6,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-16,195061.9,81414.72,113647.18,1.0,2022,1,16,7,1,0,0,0,81414.72,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-17,229767.05,57171.77,172595.28,2.0,2022,1,17,1,0,0,0,0,28585.885,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-18,184143.71,56270.33,127873.37999999999,1.0,2022,1,18,2,0,0,0,0,56270.33,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-19,155121.53,45715.54,109405.98999999999,2.0,2022,1,19,3,0,0,0,0,22857.77,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-20,537988.93,51007.16,486981.77,5.0,2022,1,20,4,0,0,0,0,10201.432,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-21,205467.88,53440.87,152027.01,3.0,2022,1,21,5,0,0,0,0,17813.623333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-22,205215.57,57863.46,147352.11000000002,5.0,2022,1,22,6,1,0,0,0,11572.692,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-23,216889.11,47611.14,169277.96999999997,2.0,2022,1,23,7,1,0,0,0,23805.57,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-24,186965.01,51755.94,135209.07,3.0,2022,1,24,1,0,0,0,0,17251.98,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-25,0.0,55273.36,-55273.36,1.0,2022,1,25,2,0,0,0,0,55273.36,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-26,0.0,180340.23,-180340.23,4.0,2022,1,26,3,0,0,0,0,45085.0575,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-27,0.0,0.0,0.0,0.0,2022,1,27,4,0,0,0,0,0.0,,,Jakarta,Pedagang
USR0001,2022-01-28,0.0,149378.1,-149378.1,2.0,2022,1,28,5,0,0,0,0,74689.05,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-29,223500.65,202092.8,21407.850000000006,5.0,2022,1,29,6,1,0,0,0,40418.56,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-30,0.0,307325.54,-307325.54,3.0,2022,1,30,7,1,0,0,0,102441.84666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-01-31,176861.54,354235.74,-177374.19999999998,3.0,2022,1,31,1,0,0,0,0,118078.58,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-01,0.0,191411.11,-191411.11,4.0,2022,2,1,2,0,0,0,0,47852.7775,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-02,193606.26,262166.76,-68560.5,6.0,2022,2,2,3,0,0,0,0,43694.46,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-03,0.0,185408.54,-185408.54,5.0,2022,2,3,4,0,0,0,0,37081.708,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-04,224610.63,373973.46,-149362.83000000002,1.0,2022,2,4,5,0,0,0,0,373973.46,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-05,208356.61,213589.06,-5232.450000000012,2.0,2022,2,5,6,1,0,0,0,106794.53,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-06,234042.81,75806.62,158236.19,4.0,2022,2,6,7,1,0,0,0,18951.655,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-07,160754.03,67159.39,93594.64,2.0,2022,2,7,1,0,0,0,0,33579.695,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-08,291588.03,20430.15,271157.88,2.0,2022,2,8,2,0,0,0,0,10215.075,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-09,214150.33,59278.44,154871.88999999998,1.0,2022,2,9,3,0,0,0,0,59278.44,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-10,0.0,67970.01,-67970.01,2.0,2022,2,10,4,0,0,0,0,33985.005,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-11,218240.48,59992.96,158247.52000000002,2.0,2022,2,11,5,0,0,0,0,29996.48,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-12,266460.62,61848.01,204612.61,4.0,2022,2,12,6,1,0,0,0,15462.0025,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-13,260235.86,73356.24,186879.62,2.0,2022,2,13,7,1,0,0,0,36678.12,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-14,223913.32,46547.77,177365.55000000002,5.0,2022,2,14,1,0,0,0,0,9309.554,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-15,229442.4,71427.51,158014.89,3.0,2022,2,15,2,0,0,0,0,23809.17,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-16,512979.47,61183.19,451796.27999999997,4.0,2022,2,16,3,0,0,0,0,15295.7975,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-17,155997.55,58665.67,97331.87999999999,3.0,2022,2,17,4,0,0,0,0,19555.22333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-18,188624.86,64072.91,124551.94999999998,2.0,2022,2,18,5,0,0,0,0,32036.455,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-19,205497.32,78911.75,126585.57,5.0,2022,2,19,6,1,0,0,0,15782.35,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-20,215641.83,64764.95,150876.88,6.0,2022,2,20,7,1,0,0,0,10794.158333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-21,174848.97,46844.81,128004.16,3.0,2022,2,21,1,0,0,0,0,15614.936666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-22,538195.16,44920.41,493274.75,1.0,2022,2,22,2,0,0,0,0,44920.41,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-23,154632.94,41687.64,112945.3,3.0,2022,2,23,3,0,0,0,0,13895.88,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-24,156162.82,53963.32,102199.5,2.0,2022,2,24,4,0,0,0,0,26981.66,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-25,4815714.35,40583.99,4775130.359999999,3.0,2022,2,25,5,0,0,0,0,13527.996666666666,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-26,255716.61,311661.2,-55944.590000000026,3.0,2022,2,26,6,1,0,0,0,103887.06666666667,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-27,216538.85,352340.12,-135801.27,4.0,2022,2,27,7,1,0,0,0,88085.03,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-02-28,225211.01,134441.24,90769.77000000002,4.0,2022,2,28,1,0,0,0,0,33610.31,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-01,209987.69,398053.89,-188066.2,4.0,2022,3,1,2,0,0,0,0,99513.4725,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-02,203985.39,373821.62,-169836.22999999998,1.0,2022,3,2,3,0,0,0,0,373821.62,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-03,180797.1,250087.02,-69289.91999999998,3.0,2022,3,3,4,0,0,0,0,83362.34,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-04,206456.64,208391.05,-1934.4099999999744,3.0,2022,3,4,5,0,0,0,0,69463.68333333333,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-05,194540.37,438189.24,-243648.87,3.0,2022,3,5,6,1,0,0,0,146063.08,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-06,228309.24,86542.14,141767.09999999998,5.0,2022,3,6,7,1,0,0,0,17308.428,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-07,202449.54,78149.06,124300.48000000001,5.0,2022,3,7,1,0,0,0,0,15629.812,Jakarta,PEDAGANG,Jakarta,Pedagang
USR0001,2022-03-08,0.0,70801.39,-70801.39,5.0,2022,3,8,2,0,0,0,0,14160.278,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-09,219816.8,75188.4,144628.4,4.0,2022,3,9,3,0,0,0,0,18797.1,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-10,174662.21,83081.2,91581.01,2.0,2022,3,10,4,0,0,0,0,41540.6,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-11,178932.47,83475.44,95457.03,4.0,2022,3,11,5,0,0,0,0,20868.86,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-12,290314.58,80838.28,209476.30000000002,2.0,2022,3,12,6,1,0,0,0,40419.14,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-13,264764.34,97199.08,167565.26,5.0,2022,3,13,7,1,0,0,0,19439.816,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-14,159356.61,83847.72,75508.88999999998,2.0,2022,3,14,1,0,0,0,0,41923.86,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-15,0.0,0.0,0.0,0.0,2022,3,15,2,0,0,0,0,0.0,,,Jakarta,Pedagang
USR0001,2022-03-16,215188.7,53008.51,162180.19,1.0,2022,3,16,3,0,0,0,0,53008.51,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-17,214575.96,45156.57,169419.38999999998,2.0,2022,3,17,4,0,0,0,0,22578.285,Jakarta,Pedagang,Jakarta,Pedagang
USR0001,2022-03-18,211402.51,80173.64,131228.87,4.0,2022,3,18,5,0,0,0,0,20043.41,Jakarta,Pedagang,Jakarta,Pedagang
